temperature,radius,mass,color,name
5044.0,0.78,0.83,Orange,Star_7122
5763.0,1.374,1.045,Yellow,Star_7123
4535.0,0.586,0.663,Orange,Star_7124
5382.64,0.969745,0.999531,Yellow,Star_7125
6313.0,1.122,1.077,Yellow-White,Star_7126
4703.0,0.65,0.67,Orange,Star_7127
5273.0,0.831,0.907,Yellow,Star_7128
5788.0,1.474,1.05,Yellow,Star_7129
5497.0,1.046,0.988,Yellow,Star_7130
6198.0,1.19,1.264,Yellow-White,Star_7131
5927.0,1.05,1.04,Yellow,Star_7132
5337.0,0.82,0.86,Yellow,Star_7133
5757.0,1.38,2.24,Yellow,Star_7134
5827.0,0.894,0.961,Yellow,Star_7135
5481.86,1.921943,1.06055,Yellow,Star_7136
5514.0,0.739,0.807,Yellow,Star_7137
6009.0,1.13,1.08,Yellow-White,Star_7138
5312.0,0.83,0.87,Yellow,Star_7139
5284.79,0.74895,0.907,Yellow,Star_7140
5155.0,0.778,0.808,Orange,Star_7141
5771.0,0.825,0.905,Yellow,Star_7142
4677.0,0.71,0.76,Orange,Star_7143
5941.0,0.885,0.975,Yellow,Star_7144
5906.0,1.145,1.098,Yellow,Star_7145
6061.0,1.03,1.04,Yellow-White,Star_7146
5746.0,0.98,0.98,Yellow,Star_7147
5960.0,1.61,1.16,Yellow,Star_7148
6680.5,2.16132,1.41,Yellow-White,Star_7150
5690.05,0.923659,1.01,Yellow,Star_7151
4441.0,0.646851,0.678307,Orange,Star_7152
5995.0,1.18463,1.1,Yellow,Star_7153
4631.0,0.7,0.74,Orange,Star_7154
5174.0,0.751,0.834,Orange,Star_7155
5387.0,0.755,0.84,Yellow,Star_7157
5543.0,0.813,0.891,Yellow,Star_7158
5971.0,1.14,1.09,Yellow,Star_7159
5605.14,0.821117,0.991,Yellow,Star_7160
5670.0,0.95,0.802,Yellow,Star_7161
5587.0,1.309,0.963,Yellow,Star_7162
5633.0,1.162,0.973,Yellow,Star_7163
6334.0,1.037,1.026,Yellow-White,Star_7165
6123.0,1.27,1.18,Yellow-White,Star_7166
6057.0,1.0,1.024,Yellow-White,Star_7167
5848.0,1.10046,1.06,Yellow,Star_7168
6257.0,1.09679,1.22,Yellow-White,Star_7169
5666.0,0.88,0.917,Yellow,Star_7170
4797.24,0.940687,0.78,Orange,Star_7171
5468.0,0.84,0.92,Yellow,Star_7172
5588.0,1.498,0.998,Yellow,Star_7173
5945.0,1.09,0.98,Yellow,Star_7175
5461.0,1.32221,0.95,Yellow,Star_7176
5160.0,0.83,0.86,Orange,Star_7177
6250.28,1.8855,1.21,Yellow-White,Star_7178
5722.0,2.006,1.218,Yellow,Star_7179
5429.0,0.761346,0.95,Yellow,Star_7181
6106.0,1.656,1.256,Yellow-White,Star_7184
6505.0,2.17,1.613,Yellow-White,Star_7186
5257.0,0.821,0.893,Yellow,Star_7187
5411.0,0.831,0.917,Yellow,Star_7189
5064.0,1.03644,0.85,Orange,Star_7190
5776.0,0.849,0.939,Yellow,Star_7192
3497.0,0.232,0.217,Red,Star_7193
5724.0,0.875867,1.02,Yellow,Star_7194
5749.0,0.991,1.104,Yellow,Star_7195
6177.0,1.3744,1.18,Yellow-White,Star_7196
5519.0,1.062,0.921,Yellow,Star_7198
4533.0,0.592,0.654,Orange,Star_7200
5818.0,0.855,0.727,Yellow,Star_7201
3577.0,0.45,0.48,Red,Star_7202
5262.0,0.75,0.71,Yellow,Star_7203
5318.0,0.760218,0.92,Yellow,Star_7204
5769.0,1.173,0.933,Yellow,Star_7205
4773.36,0.758943,0.769,Orange,Star_7206
5931.0,1.053,1.023,Yellow,Star_7207
6033.0,1.788,1.127,Yellow-White,Star_7208
5674.0,1.032,1.086,Yellow,Star_7209
5634.0,0.999851,1.0,Yellow,Star_7210
5767.0,0.851,0.937,Yellow,Star_7211
3451.0,0.364,0.36,Red,Star_7212
4816.0,12.19,1.05,Orange,Star_7214
6225.0,1.009,1.07,Yellow-White,Star_7215
5914.0,1.146,1.081,Yellow,Star_7216
3938.0,0.600757,0.588706,Orange,Star_7217
4402.71,0.619575,0.701968,Orange,Star_7218
5962.7,1.15,1.156039,Yellow,Star_7219
5583.99,0.976707,0.99,Yellow,Star_7221
6195.0,1.27,1.18,Yellow-White,Star_7222
5821.0,1.395,1.054,Yellow,Star_7223
6155.0,1.21,1.14,Yellow-White,Star_7224
5705.0,0.85,0.95,Yellow,Star_7225
5588.0,1.1,0.946,Yellow,Star_7226
5580.0,0.918765,0.99,Yellow,Star_7227
3560.7,0.344292,0.436372,Red,Star_7228
5619.12,0.842301,0.99,Yellow,Star_7229
5205.0,0.792,0.815,Yellow,Star_7230
6048.0,2.0,1.57,Yellow-White,Star_7231
5164.0,4.3,1.44,Orange,Star_7232
5370.0,0.88,0.96,Yellow,Star_7233
5081.0,0.744,0.841,Orange,Star_7234
5080.0,0.771,0.84,Orange,Star_7235
5438.0,0.82,0.92,Yellow,Star_7236
5757.0,1.008231,1.047488,Yellow,Star_7238
5122.5,0.738221,0.862,Orange,Star_7239
4005.0,0.58,0.64,Orange,Star_7240
5652.55,1.32369,1.0,Yellow,Star_7241
5607.0,0.886,0.8,Yellow,Star_7243
5655.0,1.44,1.08,Yellow,Star_7244
4680.0,0.72,0.76,Orange,Star_7245
5751.0,0.854,0.945,Yellow,Star_7246
6202.0,1.94,1.245,Yellow-White,Star_7247
6215.0,1.145,1.195,Yellow-White,Star_7248
5512.0,1.3,0.94,Yellow,Star_7249
5766.0,1.08,1.67,Yellow,Star_7250
5842.52,1.61877,1.05,Yellow,Star_7251
3974.0,0.53,0.55,Orange,Star_7252
5805.0,0.95,1.07,Yellow,Star_7253
4833.0,0.679,0.696,Orange,Star_7255
5070.0,0.75,0.746,Orange,Star_7256
6178.0,1.334682,1.257584,Yellow-White,Star_7257
4911.0,0.783,0.754,Orange,Star_7259
4909.0,0.7,0.713,Orange,Star_7260
6681.0,1.75,1.45,Yellow-White,Star_7261
5706.0,0.97,0.99,Yellow,Star_7263
5455.0,0.909,0.795,Yellow,Star_7264
5282.0,0.865843,0.91,Yellow,Star_7265
5774.0,0.958,0.937,Yellow,Star_7266
4976.0,0.74,0.66,Orange,Star_7267
4747.0,0.72,0.75,Orange,Star_7269
3861.0,0.52,0.55,Orange,Star_7270
5423.64,0.924495,0.945,Yellow,Star_7271
5194.0,0.764,0.867,Orange,Star_7272
6311.0,1.35,1.18,Yellow-White,Star_7273
4549.0,0.652,0.668,Orange,Star_7274
4476.0,0.637,0.659,Orange,Star_7275
5770.0,0.853,0.943,Yellow,Star_7276
5511.66,1.25733,0.97,Yellow,Star_7277
5704.0,0.974398,0.999987,Yellow,Star_7278
5646.0,0.94,0.96,Yellow,Star_7279
5998.38,1.09069,1.11,Yellow,Star_7280
6146.0,1.18,1.12,Yellow-White,Star_7281
5635.0,0.93,0.94,Yellow,Star_7282
4421.0,0.573,0.628,Orange,Star_7283
5831.34,1.30084,1.05,Yellow,Star_7285
5352.0,0.83,0.88,Yellow,Star_7286
6220.0,1.328,1.123,Yellow-White,Star_7287
4095.0,0.736801,0.64,Orange,Star_7288
3883.0,0.496,0.518,Orange,Star_7289
4258.0,0.622,0.61,Orange,Star_7290
4256.0,0.702633,0.67,Orange,Star_7291
5831.0,0.88,0.987,Yellow,Star_7293
4783.0,0.741,0.805,Orange,Star_7294
5607.0,0.863,0.932,Yellow,Star_7295
6721.0,1.46,1.3,Yellow-White,Star_7296
5426.0,0.95,1.02,Yellow,Star_7297
6103.0,0.98,1.068,Yellow-White,Star_7299
3803.0,0.492,0.506,Orange,Star_7300
5283.54,0.922747,0.91,Yellow,Star_7301
5957.0,1.592,1.057,Yellow,Star_7302
5495.0,0.961,0.932,Yellow,Star_7303
5865.0,1.79,1.06,Yellow,Star_7304
5903.0,1.368,0.979,Yellow,Star_7305
5324.0,0.81,0.816,Yellow,Star_7306
5764.0,1.407,1.02,Yellow,Star_7307
6231.0,2.062,1.466,Yellow-White,Star_7308
5625.0,0.94,0.99,Yellow,Star_7309
5900.0,1.01,0.991,Yellow,Star_7311
4486.0,0.597,0.628,Orange,Star_7312
5495.0,0.845417,0.96,Yellow,Star_7314
5737.0,1.22919,1.02,Yellow,Star_7315
4944.0,0.745987,0.800265,Orange,Star_7316
5485.0,1.0,0.99,Yellow,Star_7317
5714.0,1.17,0.92,Yellow,Star_7319
6856.0,1.405,1.31,Yellow-White,Star_7320
5984.0,1.12,1.0,Yellow,Star_7322
5440.0,0.814025,0.95,Yellow,Star_7323
5516.0,0.88,0.91,Yellow,Star_7324
5970.0,1.046,1.102,Yellow,Star_7325
5714.0,0.85,0.953,Yellow,Star_7326
5827.0,0.933,0.94,Yellow,Star_7329
6118.0,1.16,1.11,Yellow-White,Star_7330
5252.0,0.82,0.86,Yellow,Star_7331
5644.0,1.08687,1.0,Yellow,Star_7332
5388.0,0.717,0.681,Yellow,Star_7334
6214.0,1.126,1.1955,Yellow-White,Star_7335
4530.0,0.606,0.635,Orange,Star_7336
5975.31,2.03861,1.1,Yellow,Star_7337
5654.59,2.06393,1.0,Yellow,Star_7338
5339.0,0.847,0.931,Yellow,Star_7339
5145.0,0.73,0.83,Orange,Star_7341
5788.0,0.96,0.841,Yellow,Star_7342
5806.0,1.101,0.996,Yellow,Star_7343
5752.92,1.169193,1.105215,Yellow,Star_7344
3740.0,0.48,0.498,Orange,Star_7345
5353.0,1.023,0.87,Yellow,Star_7346
6007.0,1.11,1.07,Yellow-White,Star_7347
5422.0,0.86,0.9,Yellow,Star_7348
4470.56,0.621735,0.701,Orange,Star_7349
4757.0,9.9,1.9,Orange,Star_7350
6260.0,1.063,1.118,Yellow-White,Star_7351
4981.13,0.697343,0.824,Orange,Star_7352
5912.0,1.58,1.15,Yellow,Star_7353
5144.0,0.794,0.823,Orange,Star_7354
5182.0,0.765719,0.88,Orange,Star_7357
4519.0,0.765529,0.71,Orange,Star_7358
5703.0,1.048,1.021,Yellow,Star_7359
5610.0,0.93,0.95,Yellow,Star_7361
5296.0,0.808,0.821,Yellow,Star_7362
4662.41,0.696274,0.742,Orange,Star_7363
4711.0,0.773456,0.754,Orange,Star_7365
5872.0,1.18,1.06,Yellow,Star_7367
5817.0,0.87,0.965,Yellow,Star_7368
5055.0,0.731,0.774,Orange,Star_7371
4850.0,5.77,1.74,Orange,Star_7372
4808.0,0.73,0.79,Orange,Star_7373
5260.0,0.767,0.854,Yellow,Star_7374
4421.98,0.634754,0.704613,Orange,Star_7375
4581.0,0.695153,0.72,Orange,Star_7376
5867.0,1.058,1.02,Yellow,Star_7377
4300.0,0.708,0.654,Orange,Star_7378
5011.0,0.851,0.806,Orange,Star_7379
5678.0,0.95,0.96,Yellow,Star_7380
5970.0,1.131,1.057,Yellow,Star_7381
5443.0,0.939,0.901,Yellow,Star_7382
5058.0,0.737,0.758,Orange,Star_7383
6205.12,1.49349,1.19,Yellow-White,Star_7384
6018.0,0.969,0.986,Yellow-White,Star_7385
5083.0,0.844,0.844,Orange,Star_7386
5784.0,1.085,0.966,Yellow,Star_7387
6228.0,1.138,1.102,Yellow-White,Star_7388
3157.0,0.21,0.18,Red,Star_7390
4769.0,4.93,1.04,Orange,Star_7391
5936.0,1.17003,1.08,Yellow,Star_7392
5616.0,0.903,1.006,Yellow,Star_7393
6388.0,1.209,1.187,Yellow-White,Star_7394
5744.0,1.14,0.988,Yellow,Star_7396
5215.0,0.845,0.787,Yellow,Star_7397
5129.0,1.781,0.887,Orange,Star_7398
5501.0,0.873196,0.96,Yellow,Star_7399
6306.0,1.79,1.21,Yellow-White,Star_7400
3413.0,0.4183,0.413,Red,Star_7401
4095.6,0.618,0.607,Orange,Star_7402
4904.0,0.772,0.745,Orange,Star_7404
5229.0,0.701,0.781,Yellow,Star_7405
5665.0,0.887668,1.006,Yellow,Star_7406
5735.0,1.175,0.969,Yellow,Star_7407
4884.0,0.749,0.777,Orange,Star_7408
6020.0,0.829,0.914,Yellow-White,Star_7410
5382.0,0.827,0.928,Yellow,Star_7411
5861.0,1.03,1.03,Yellow,Star_7413
3770.0,0.563,0.59,Orange,Star_7414
6001.0,1.13,1.08,Yellow-White,Star_7415
5499.0,1.657,1.12,Yellow,Star_7416
6475.0,1.32,1.19,Yellow-White,Star_7420
5763.0,0.99,1.07,Yellow,Star_7421
5708.0,1.075,0.905,Yellow,Star_7422
5243.0,0.7934,0.9,Yellow,Star_7423
4799.0,0.66,0.69,Orange,Star_7424
4195.0,0.6751,0.66,Orange,Star_7425
6170.0,1.316,1.21,Yellow-White,Star_7426
6220.0,1.066,1.07,Yellow-White,Star_7427
6109.0,1.17,1.11,Yellow-White,Star_7428
7437.0,1.47,1.6,Yellow-White,Star_7430
5684.0,1.232,0.883,Yellow,Star_7432
6065.0,1.07,1.03,Yellow-White,Star_7433
6149.0,1.58,1.226,Yellow-White,Star_7434
5859.0,1.538,1.242,Yellow,Star_7436
5039.78,0.7905,0.84,Orange,Star_7438
6158.0,1.223,1.135,Yellow-White,Star_7439
5672.0,1.204,1.005,Yellow,Star_7441
4764.58,0.764415,0.77,Orange,Star_7443
5578.0,0.886,0.943,Yellow,Star_7444
4263.0,32.3,1.1,Orange,Star_7445
5973.0,0.96,1.01,Yellow,Star_7446
5442.0,0.879,0.85,Yellow,Star_7448
5759.0,1.0,1.03,Yellow,Star_7449
5968.0,1.857,1.179,Yellow,Star_7451
5664.0,0.83,0.94,Yellow,Star_7452
5484.0,0.788,0.849,Yellow,Star_7454
5521.0,2.336,1.324,Yellow,Star_7456
5727.0,1.658,1.236,Yellow,Star_7457
5880.0,1.02,1.14,Yellow,Star_7459
5364.0,0.81,0.98,Yellow,Star_7461
6032.6,1.02881,1.12,Yellow-White,Star_7462
5155.0,0.727855,0.87,Orange,Star_7463
5272.0,0.813,0.902,Yellow,Star_7465
5300.0,0.92,0.96,Yellow,Star_7466
5969.0,0.93,1.03,Yellow,Star_7468
5416.0,0.99,0.95,Yellow,Star_7470
5596.0,0.984,1.067,Yellow,Star_7471
5731.0,1.1,1.03,Yellow,Star_7472
6036.0,1.909,1.236,Yellow-White,Star_7473
4599.0,0.6862,0.706,Orange,Star_7475
4562.0,0.614,0.642,Orange,Star_7476
5678.0,1.1038,1.008,Yellow,Star_7479
5368.0,0.697439,0.93,Yellow,Star_7480
3650.0,0.53,0.54,Red,Star_7482
5690.0,0.957,1.01,Yellow,Star_7484
5089.0,0.716,0.755,Orange,Star_7486
5308.0,0.796,0.887,Yellow,Star_7488
4458.0,0.658,0.645,Orange,Star_7489
4077.0,0.56,0.576,Orange,Star_7490
3798.0,0.384,0.421,Orange,Star_7491
3979.0,0.513,0.534,Orange,Star_7492
6225.0,1.58,1.24,Yellow-White,Star_7493
6495.0,1.14,1.198,Yellow-White,Star_7494
6113.0,1.28,1.12,Yellow-White,Star_7495
6018.0,0.975,1.058,Yellow-White,Star_7497
5983.0,0.93,1.03,Yellow,Star_7499
5746.0,1.697,1.132,Yellow,Star_7500
5958.0,1.11,1.06,Yellow,Star_7501
5911.0,1.24,1.06,Yellow,Star_7502
4444.0,0.57,0.641,Orange,Star_7504
6040.0,1.55,1.41,Yellow-White,Star_7506
4347.0,0.571,0.601,Orange,Star_7508
5769.0,1.05,1.02,Yellow,Star_7509
7222.0,2.23,1.65,Yellow-White,Star_7510
4345.0,0.521,0.535,Orange,Star_7513
5439.0,0.81,0.86,Yellow,Star_7514
4672.0,0.615,0.693,Orange,Star_7515
6098.0,1.07,1.05,Yellow-White,Star_7516
5865.0,1.272,1.088,Yellow,Star_7517
5736.0,0.85,0.961,Yellow,Star_7518
5256.0,0.81,0.86,Yellow,Star_7519
5353.0,0.83,0.87,Yellow,Star_7521
5528.0,1.06,0.96,Yellow,Star_7522
5058.0,0.797,0.825,Orange,Star_7523
5603.11,0.838135,0.99,Yellow,Star_7524
5579.0,1.07,0.93,Yellow,Star_7525
5806.0,1.158,1.024,Yellow,Star_7526
5774.0,0.88,0.964,Yellow,Star_7527
4967.0,0.67,0.72,Orange,Star_7528
5951.71,1.510576,1.15133,Yellow,Star_7530
5066.0,0.78,0.81,Orange,Star_7531
5440.0,0.913,0.942,Yellow,Star_7532
5734.0,0.766,0.84,Yellow,Star_7533
5431.0,0.85,0.88,Yellow,Star_7534
5066.0,0.742,0.797,Orange,Star_7535
3492.0,0.442,0.463,Red,Star_7536
5139.72,0.894243,0.87,Orange,Star_7538
4075.0,0.6,0.62,Orange,Star_7539
4598.0,0.7,0.76,Orange,Star_7540
5590.19,1.32319,0.988,Yellow,Star_7542
5051.0,0.706,0.786,Orange,Star_7543
5878.0,1.23527,1.06,Yellow,Star_7545
4717.0,0.753,0.789,Orange,Star_7546
5108.0,1.726,0.911,Orange,Star_7547
4197.0,0.6,0.63,Orange,Star_7548
5782.0,0.93,0.94,Yellow,Star_7549
5749.0,0.97,0.911,Yellow,Star_7550
6520.0,1.478,1.317,Yellow-White,Star_7554
6436.0,1.35,1.28,Yellow-White,Star_7555
6000.0,1.75,1.19,Yellow,Star_7556
6000.0,1.519,1.062,Yellow,Star_7557
6200.0,1.66,1.08,Yellow-White,Star_7559
3940.0,0.631,0.654,Orange,Star_7560
5743.0,1.0855,1.0378,Yellow,Star_7563
5763.0,1.215,1.106,Yellow,Star_7564
5993.0,1.1,1.0,Yellow,Star_7565
5980.0,1.78,1.47,Yellow,Star_7566
6466.0,1.496,1.349,Yellow-White,Star_7567
5767.0,1.16875,1.03,Yellow,Star_7568
5793.0,1.28,1.19,Yellow,Star_7571
6321.17,1.54867,1.25,Yellow-White,Star_7572
6200.0,1.19,1.21,Yellow-White,Star_7573
5513.0,0.9598,0.9406,Yellow,Star_7574
5774.0,0.818,0.907,Yellow,Star_7575
5701.0,0.982139,1.02,Yellow,Star_7577
6070.0,1.71,1.13,Yellow-White,Star_7579
6495.0,1.145,1.11,Yellow-White,Star_7580
4974.0,0.79,0.83,Orange,Star_7581
5802.0,0.922,0.94,Yellow,Star_7582
5672.0,1.286,0.858,Yellow,Star_7583
3180.0,0.302,0.298,Red,Star_7584
5418.0,0.812,0.911,Yellow,Star_7586
6026.0,1.0289,1.12,Yellow-White,Star_7588
5811.0,1.40031,1.04,Yellow,Star_7590
5403.0,0.93,1.0,Yellow,Star_7592
6060.0,1.112,1.178,Yellow-White,Star_7593
5800.0,1.22,1.06,Yellow,Star_7595
6273.0,1.352,1.214,Yellow-White,Star_7596
5994.0,1.1,1.1,Yellow,Star_7597
5627.0,1.065,0.913,Yellow,Star_7598
5071.0,0.788,0.861,Orange,Star_7599
5075.0,0.743,0.904,Orange,Star_7603
6250.0,2.2,1.41,Yellow-White,Star_7604
4619.0,0.82,0.8,Orange,Star_7605
5936.0,1.035,1.01,Yellow,Star_7606
5059.0,0.733,0.79,Orange,Star_7607
3825.0,0.524,0.561,Orange,Star_7608
6046.0,1.517,1.285,Yellow-White,Star_7609
5275.0,0.978,0.86,Yellow,Star_7610
3141.0,0.139,0.123,Red,Star_7611
5632.0,0.846,0.932,Yellow,Star_7612
6010.0,0.992163,1.11,Yellow-White,Star_7614
6000.0,1.24,1.46,Yellow,Star_7615
5945.0,1.163,0.857,Yellow,Star_7616
5990.0,1.75,1.19,Yellow,Star_7617
3563.0,0.389,0.386,Red,Star_7618
6392.0,1.98,1.54,Yellow-White,Star_7619
3842.0,0.526,0.531,Orange,Star_7620
5683.0,0.95,0.97,Yellow,Star_7621
5957.0,1.11,1.07,Yellow,Star_7622
5499.89,0.875927,0.96,Yellow,Star_7623
3834.0,0.491,0.489,Orange,Star_7624
5321.0,0.86,0.8,Yellow,Star_7625
6457.0,1.735,1.298,Yellow-White,Star_7626
5457.0,0.8426,0.8784,Yellow,Star_7628
4500.0,50.24,3.75,Orange,Star_7629
6400.0,1.31,1.3,Yellow-White,Star_7631
6033.0,2.03,1.45,Yellow-White,Star_7634
5017.0,0.885,0.876,Orange,Star_7637
5295.0,0.83,0.87,Yellow,Star_7638
4975.0,0.72,0.715,Orange,Star_7639
5490.0,3.204,1.592,Yellow,Star_7640
3553.0,0.476,0.485,Red,Star_7643
3770.0,0.5066,0.48,Orange,Star_7644
6222.0,1.36,1.19,Yellow-White,Star_7645
5900.0,1.17,1.19,Yellow,Star_7646
6133.0,1.21,1.14,Yellow-White,Star_7647
5683.0,2.1,1.13,Yellow,Star_7648
5525.0,0.88,0.97,Yellow,Star_7649
5399.0,0.919,0.996,Yellow,Star_7650
3381.0,0.246,0.236,Red,Star_7651
3584.0,0.45,0.464,Red,Star_7655
5808.0,1.29,1.1,Yellow,Star_7656
6070.0,1.431,1.072,Yellow-White,Star_7660
5498.0,0.87,0.96,Yellow,Star_7661
5137.0,0.8785,0.892,Orange,Star_7662
5460.0,0.943816,0.95,Yellow,Star_7663
5984.0,1.29,1.024,Yellow,Star_7664
4137.0,0.591,0.58,Orange,Star_7665
5475.0,0.982,0.947,Yellow,Star_7666
4949.0,2.62,1.47,Orange,Star_7667
5278.0,0.78,0.8,Yellow,Star_7670
5294.85,0.824791,0.91,Yellow,Star_7671
5665.31,1.07937,1.01,Yellow,Star_7672
5277.0,0.89,0.74,Yellow,Star_7673
5200.0,0.85,0.881,Orange,Star_7674
6400.0,1.415,1.313,Yellow-White,Star_7675
6422.0,1.331,1.342,Yellow-White,Star_7677
3776.9,0.5758,0.601,Orange,Star_7679
5751.0,0.943,1.013,Yellow,Star_7680
5680.0,1.85,1.07,Yellow,Star_7681
5706.0,1.419,1.186,Yellow,Star_7682
6300.0,1.252,1.165,Yellow-White,Star_7683
3358.0,0.3,0.27,Red,Star_7685
7700.0,2.3,1.86,White,Star_7687
5793.0,1.25,0.83,Yellow,Star_7688
3943.0,51.1,10.94,Orange,Star_7689
4693.28,0.769856,0.75,Orange,Star_7690
5385.22,0.895253,0.93,Yellow,Star_7691
5650.0,1.341,0.948,Yellow,Star_7692
5450.0,0.842,0.944,Yellow,Star_7694
5307.0,0.76,0.83,Yellow,Star_7695
5437.0,1.969,1.143,Yellow,Star_7696
5447.0,4.001,1.658,Yellow,Star_7697
4602.0,0.622,0.65,Orange,Star_7698
5585.0,0.780021,0.99,Yellow,Star_7699
4376.0,0.714303,0.68,Orange,Star_7700
6008.0,1.3441,1.11,Yellow-White,Star_7702
6090.0,1.189,1.06,Yellow-White,Star_7703
6112.9,1.31291,1.15,Yellow-White,Star_7704
6382.0,1.1,1.163,Yellow-White,Star_7705
5993.0,0.93,1.035,Yellow,Star_7706
5527.0,0.866,0.841,Yellow,Star_7707
5437.0,0.968088,0.95,Yellow,Star_7709
4657.0,0.67,0.748,Orange,Star_7711
4807.0,0.693,0.719,Orange,Star_7712
5759.0,1.916,0.939,Yellow,Star_7713
3698.0,0.444,0.465,Red,Star_7714
4900.0,3.13,1.17,Orange,Star_7715
4201.0,0.591,0.609,Orange,Star_7716
5940.0,1.25863,1.08,Yellow,Star_7717
5115.0,0.71,0.789,Orange,Star_7718
6175.0,1.467,1.137,Yellow-White,Star_7719
3780.0,0.511,0.531,Orange,Star_7720
3931.0,0.56,0.58,Orange,Star_7721
5196.0,0.8,0.84,Orange,Star_7722
8640.0,1.801,1.93,White,Star_7723
5069.0,0.74,0.77,Orange,Star_7725
4147.0,0.57,0.59,Orange,Star_7726
5058.0,0.75,0.74,Orange,Star_7727
6503.59,1.29686,1.33,Yellow-White,Star_7732
5242.0,0.722,0.684,Yellow,Star_7735
4776.0,0.72,0.76,Orange,Star_7737
5657.0,0.855,0.858,Yellow,Star_7738
6200.0,2.7505,1.7169,Yellow-White,Star_7739
5059.0,1.657,0.947,Orange,Star_7740
4880.0,1.741,0.956,Orange,Star_7741
5011.0,1.781,0.926,Orange,Star_7742
3834.0,0.5,0.46,Orange,Star_7743
4935.0,0.816999,0.805415,Orange,Star_7745
5038.0,0.68,0.781,Orange,Star_7746
5839.0,1.02,1.02,Yellow,Star_7747
4917.0,9.2,2.6,Orange,Star_7748
5997.0,1.11,1.037,Yellow,Star_7751
4317.0,0.552,0.611,Orange,Star_7752
3556.0,0.33,0.34,Red,Star_7753
5331.0,0.82,0.814,Yellow,Star_7754
4809.0,10.38,1.92,Orange,Star_7755
5449.27,1.82069,0.95,Yellow,Star_7756
5344.0,1.013,0.867,Yellow,Star_7757
3760.0,0.46,0.48,Orange,Star_7758
4928.0,15.1,3.04,Orange,Star_7759
5730.0,1.04,0.91,Yellow,Star_7760
5760.0,1.051,0.818,Yellow,Star_7761
5723.0,0.85,0.957,Yellow,Star_7762
5228.0,0.798803,0.89,Yellow,Star_7765
6050.0,1.21,1.14,Yellow-White,Star_7767
5470.0,0.88,0.91,Yellow,Star_7770
3734.0,0.5,0.51,Orange,Star_7771
5956.0,1.098,0.922,Yellow,Star_7772
5802.0,1.316,1.044,Yellow,Star_7773
6059.0,0.96,1.054,Yellow-White,Star_7774
5119.0,0.834,0.818,Orange,Star_7775
4133.13,0.650887,0.647,Orange,Star_7776
4298.0,0.64,0.67,Orange,Star_7777
5879.0,1.41,1.053,Yellow,Star_7778
6022.0,1.98,1.28,Yellow-White,Star_7779
5860.0,1.3,1.08,Yellow,Star_7780
6223.0,1.31,1.18,Yellow-White,Star_7781
5905.0,0.9,1.009,Yellow,Star_7782
4963.0,0.75,0.81,Orange,Star_7783
3505.0,0.480845,0.478808,Red,Star_7784
5561.0,1.19,0.946,Yellow,Star_7785
4326.0,0.546,0.611,Orange,Star_7786
5709.0,1.507,1.114,Yellow,Star_7787
5277.0,2.38,1.64,Yellow,Star_7788
5565.0,1.4047,0.98,Yellow,Star_7790
5181.0,0.869,0.835,Orange,Star_7791
5007.0,0.77,0.84,Orange,Star_7792
3317.0,0.3243,0.312,Red,Star_7794
5646.0,0.932,0.986,Yellow,Star_7796
4320.0,0.566,0.596,Orange,Star_7797
5622.0,1.18,1.084,Yellow,Star_7798
5100.0,0.795097,0.86,Orange,Star_7799
5973.0,0.935,1.024,Yellow,Star_7800
5517.0,0.98,0.84,Yellow,Star_7801
5243.0,0.744,0.829,Yellow,Star_7802
4153.0,0.538,0.565,Orange,Star_7803
5677.0,0.94,0.96,Yellow,Star_7804
5980.0,1.25,1.074,Yellow,Star_7806
6100.0,1.336,1.16,Yellow-White,Star_7808
5294.0,0.74,0.843,Yellow,Star_7809
5070.0,0.78,0.8,Orange,Star_7810
5419.0,0.86,0.9,Yellow,Star_7811
4570.0,0.681,0.708,Orange,Star_7812
5754.0,1.13,1.08,Yellow,Star_7814
6373.0,1.322,1.191,Yellow-White,Star_7815
5725.0,1.392,1.088,Yellow,Star_7817
6083.0,0.835,0.933,Yellow-White,Star_7820
5872.0,1.666,1.297,Yellow,Star_7821
5485.0,0.938,0.905,Yellow,Star_7822
5644.0,0.969,0.981,Yellow,Star_7825
5636.0,0.97,1.05,Yellow,Star_7828
5807.0,1.06,1.01,Yellow,Star_7829
4807.0,5.72,1.19,Orange,Star_7830
6024.0,1.70392,1.12,Yellow-White,Star_7831
4387.84,0.676994,0.699933,Orange,Star_7833
5437.0,0.905,0.97,Yellow,Star_7838
5525.0,0.887267,0.95109,Yellow,Star_7839
5798.0,1.019,0.976,Yellow,Star_7841
5790.0,1.01,1.03,Yellow,Star_7842
5576.0,0.901,0.984,Yellow,Star_7844
5585.0,1.06,0.96,Yellow,Star_7845
5570.0,0.81,0.918,Yellow,Star_7847
5043.0,0.77,0.82,Orange,Star_7850
5542.49,0.993645,0.976,Yellow,Star_7852
5835.47,1.4515,1.05,Yellow,Star_7853
6115.0,1.46701,1.153,Yellow-White,Star_7854
5120.0,0.853,0.797,Orange,Star_7855
5820.0,1.64,1.26,Yellow,Star_7856
5910.0,1.32,1.09,Yellow,Star_7858
4861.0,5.29,1.78,Orange,Star_7859
4552.0,0.746629,0.718,Orange,Star_7860
5327.0,0.866325,0.92,Yellow,Star_7861
6369.0,1.729,1.337,Yellow-White,Star_7862
